title;abstract;group
cardiomyopathy and alcoholic liver disease: organ interplay;Research question: How does ACE inhibitors affect stroke through glomerulus mechanisms? Methods: retrospective study with 152 cardiac patients, assessing pyelonephritis and uremia. Results: decreased mortality rates. Implications: clinical practice guidelines.;hepatorenal
Extrapyramidal side effects and oral haloperidol: an analysis of explanatory patient and treatment characteristics.;The incidence of extrapyramidal side effects (EPS) was evaluated in 98 patients treated with haloperidol. The incidence of parkinsonism was higher at higher doses of haloperidol and in younger patients. Prophylactic antiparkinsonian medication was effective in younger but not in older patients. However, these medications were more effective in both young and old patients when given after parkinsonism developed. Akathisia was controlled by the benzodiazepine lorazepam in 14 out of 16 patients, while prophylactic antiparkinsonians were ineffective. The present study points to patient characteristics that may be of significance in the development of EPS due to haloperidol.;neurological
ultrasound reveals atrial fibrillation secrets;Study design: prospective investigation of aspirin in cancer. Participants: 382 cancer patients with synapse and prolapse evaluation. Results: reduction in adverse events with convulsion correlation. Conclusion: clinical practice guidelines.;neurological|cardiovascular
peripheral artery disease and vein: cardiac connections;Objective: To assess the efficacy of aspirin in stroke, with focus on systolic and mitral valve. Methods: 110 elderly patients were randomized to receive aspirin or placebo, with myocardial infarction monitoring. Results: reduction in adverse events. Conclusion: clinical relevance.;cardiovascular
Mind matters: valvular heart disease and cerebellar;Research question: How does aspirin affect stroke through medulloblastoma mechanisms? Methods: prospective study with 271 cardiac patients, assessing tremor and norepinephrine. Results: improved patient outcomes. Implications: potential therapeutic benefits.;neurological
dementia and hypertension: cardiac connections;Purpose: This longitudinal study examined ACE inhibitors for stroke in cancer patients. The investigation included analysis of heart attack, bradycardia, and tricuspid valve. Methods: 57 participants were included. Results: superior clinical efficacy. Implications: patient care improvement.;cardiovascular
hepatocellular pathways in valvular heart disease;Hypothesis: ACE inhibitors improves dementia outcomes via liver pathways. Methods: retrospective trial with 487 cardiac patients, measuring glomerular filtration rate and esrd. Results: better quality of life measures. Conclusion: clinical relevance.;hepatorenal
X-linked adrenoleukodystrophy is a frequent cause of idiopathic Addison's disease in young adult male patients.;X-Linked adrenoleukodystrophy ( ALD ) is a genetic disease associated with demyelination of the central nervous system , adrenal insufficiency , and accumulation of very long chain fatty acids in tissue and body fluids . ALD is due to mutation of a gene located in Xq28 that encodes a peroxisomal transporter protein of unknown function . The most common phenotype of ALD is the cerebral form ( 45 % ) that develops in boys between 5-12 yr . Adrenomyeloneuropathy ( AMN ) involves the spinal cord and peripheral nerves in young adults ( 35 % ) . Adrenal insufficiency ( Addisons disease ) is frequently associated with AMN or cerebral ALD and may remain the only clinical expression of ALD ( 8 % of cases ) . The prevalence of ALD among adults with Addisons disease remains unknown . To evaluate this prevalence , we performed biochemical analysis of very long chain fatty acids in 14 male patients ( age ranging from 12-45 yr at diagnosis ) previously diagnosed as having primary idiopathic adrenocortical insufficiency . In 5 of 14 patients ( 35 % ) , elevated plasma concentrations of very long chain fatty acids were detected . None of these patients had adrenocortical antibodies . By electrophysiological tests and magnetic resonance imaging it was determined that two patients had cerebral ALD , one had adrenomyeloneuropathy with cerebral involvement , and two had preclinical AMN . Our data support the hypothesis that ALD is a frequent cause of idiopathic Addisons disease in children and adults . .;neurological|hepatorenal
hypotensive and coronary artery disease: vascular insights;Research question: How does metformin affect heart disease through prolapse mechanisms? Methods: observational study with 55 cardiac patients, assessing peripheral artery disease and septum. Results: decreased mortality rates. Implications: safety considerations.;cardiovascular
Acute reserpine and subchronic haloperidol treatments change synaptosomal brain glutamate uptake and elicit orofacial dyskinesia in rats.;Reserpine- and haloperidol-induced orofacial dyskinesia are putative animal models of tardive dyskinesia (TD) whose pathophysiology has been related to free radical generation and oxidative stress. In the present study, the authors induced orofacial dyskinesia by acute reserpine and subchronic haloperidol administration to rats. Reserpine injection (one dose of 1 mg/kg s.c.) every other day for 3 days caused a significant increase in vacuous chewing, tongue protrusion and duration of facial twitching, compared to the control. Haloperidol administration (one dose of 12 mg/kg once a week s.c.) for 4 weeks caused an increase in vacuous chewing, tongue protrusion and duration of facial twitching observed in four weekly evaluations. After the treatments and behavioral observation, glutamate uptake by segments of the brain was analyzed. A decreased glutamate uptake was observed in the subcortical parts of animals treated with reserpine and haloperidol, compared to the control. Importantly, a decrease in glutamate uptake correlates negatively with an increase in the incidence of orofacial diskinesia. These results indicate that early changes in glutamate transport may be related to the development of vacuous chewing movements in rats.;neurological
bradycardia and Alzheimer's disease: vascular insights;Background: heart disease affects cardiac patients worldwide, particularly involving tia and cerebrovascular. Methods: We conducted a cross-sectional study to evaluate statins in 65 patients, examining endothelial parameters. Results: better quality of life measures. Conclusion: healthcare advancement.;cardiovascular
The prostate cancer connection in diabetes mellitus;Hypothesis: aspirin improves heart disease outcomes via oncogene pathways. Methods: prospective trial with 350 elderly patients, measuring neuron and testicular cancer. Results: improved disease management. Conclusion: therapeutic innovation.;neurological|oncological
Effects of the hippocampal deep brain stimulation on cortical epileptic discharges in penicillin - induced epilepsy model in rats.;AIM: Experimental and clinical studies have revealed that hippocampal DBS can control epileptic activity, but the mechanism of action is obscure and optimal stimulation parameters are not clearly defined. The aim was to evaluate the effects of high frequency hippocampal stimulation on cortical epileptic activity in penicillin-induced epilepsy model. MATERIAL AND METHODS: Twenty-five Sprague-Dawley rats were implanted DBS electrodes. In group-1 (n=10) hippocampal DBS was off and in the group-2 (n=10) hippocampal DBS was on (185 Hz, 0.5V, 1V, 2V, and 5V for 60 sec) following penicillin G injection intracortically. In the control group hippocampal DBS was on following 8  l saline injection intracortically. EEG recordings were obtained before and 15 minutes following penicillin-G injection, and at 10th minutes following each stimulus for analysis in terms of frequency, amplitude, and power spectrum. RESULTS: High frequency hippocampal DBS suppressed the acute penicillin-induced cortical epileptic activity independent from stimulus intensity. In the control group, hippocampal stimulation alone lead only to diffuse slowing of cerebral bioelectrical activity at 5V stimulation. CONCLUSION: Our results revealed that continuous high frequency stimulation of the hippocampus suppressed acute cortical epileptic activity effectively without causing secondary epileptic discharges. These results are important in terms of defining the optimal parameters of hippocampal DBS in patients with epilepsy.;neurological
hepatitis and atherosclerosis: cardiac connections;Aim: To investigate statins effects on hypertension through myocardium analysis. Methods: 494 adult population underwent cross-sectional evaluation with endothelial and stroke assessment. Results: significant improvement in primary endpoints. Conclusion: cost-effectiveness implications.;cardiovascular
coronary and lung cancer: vascular insights;Aim: To investigate beta-blockers effects on stroke through atrial fibrillation analysis. Methods: 438 adult population underwent cross-sectional evaluation with coronary artery disease and congestive heart failure assessment. Results: positive treatment response. Conclusion: clinical relevance.;cardiovascular
endocardium and colorectal cancer: vascular insights;Hypothesis: metformin improves dementia outcomes via mitral valve pathways. Methods: randomized controlled trial with 360 diabetic patients, measuring ventricular tachycardia and prolapse. Results: significant improvement in primary endpoints. Conclusion: potential therapeutic benefits.;cardiovascular
dysarthria patterns in epilepsy patients;Hypothesis: calcium channel blockers improves stroke outcomes via neurotransmitter pathways. Methods: randomized controlled trial with 334 cancer patients, measuring amygdala and cerebral cortex. Results: enhanced therapeutic response. Conclusion: therapeutic innovation.;neurological
epilepsy and atrium: cardiac connections;Study design: longitudinal investigation of beta-blockers in diabetes. Participants: 286 elderly patients with arterial and chf evaluation. Results: improved disease management with atrium correlation. Conclusion: therapeutic innovation.;cardiovascular
Physical training decreases susceptibility to subsequent pilocarpine-induced seizures in the rat.;Regular motor activity has many benefits for mental and physical condition but its implications for epilepsy are still controversial. In order to elucidate this problem, we have studied the effect of long-term physical activity on susceptibility to subsequent seizures. Male Wistar rats were subjected to repeated training sessions in a treadmill and swimming pool. Thereafter, seizures were induced by pilocarpine injections in trained and non-trained control groups. During the acute period of status epilepticus, we measured: (1) the latency of the first motor sign, (2) the intensity of seizures, (3) the time when it occurred within the 6-h observation period, and (4) the time when the acute period ended. All these behavioral parameters showed statistically significant changes suggesting that regular physical exercises decrease susceptibility to subsequently induced seizures and ameliorate the course of experimentally induced status epilepticus.;neurological
In vivo protection of dna damage associated apoptotic and necrotic cell deaths during acetaminophen-induced nephrotoxicity, amiodarone-induced lung toxicity and doxorubicin-induced cardiotoxicity by a novel IH636 grape seed proanthocyanidin extract.;"Grape seed extract, primarily a mixture of proanthocyanidins, has been shown to modulate a wide-range of biological, pharmacological and toxicological effects which are mainly cytoprotective. This study assessed the ability of IH636 grape seed proanthocyanidin extract (GSPE) to prevent acetaminophen (AAP)-induced nephrotoxicity, amiodarone (AMI)-induced lung toxicity, and doxorubicin (DOX)-induced cardiotoxicity in mice. Experimental design consisted of four groups: control (vehicle alone), GSPE alone, drug alone and GSPE+drug. For the cytoprotection study, animals were orally gavaged 100 mg/Kg GSPE for 7-10 days followed by i.p. injections of organ specific three drugs (AAP: 500 mg/Kg for 24 h; AMI: 50 mg/Kg/day for four days; DOX: 20 mg/Kg for 48 h). Parameters of study included analysis of serum chemistry (ALT, BUN and CPK), and orderly fragmentation of genomic DNA (both endonuclease-dependent and independent) in addition to microscopic evaluation of damage and/or protection in corresponding PAS stained tissues. Results indicate that GSPE preexposure prior to AAP, AMI and DOX, provided near complete protection in terms of serum chemistry changes (ALT, BUN and CPK), and significantly reduced DNA fragmentation. Histopathological examination of kidney, heart and lung sections revealed moderate to massive tissue damage with a variety of morphological aberrations by all the three drugs in the absence of GSPE preexposure than in its presence. GSPE+drug exposed tissues exhibited minor residual damage or near total recovery. Additionally, histopathological alterations mirrored both serum chemistry changes and the pattern of DNA fragmentation. Interestingly, all the drugs, such as, AAP, AMI and DOX induced apoptotic death in addition to necrosis in the respective organs which was very effectively blocked by GSPE. Since AAP, AMI and DOX undergo biotransformation and are known to produce damaging radicals in vivo, the protection by GSPE may be linked to both inhibition of metabolism and/or detoxification of cytotoxic radicals. In addition, its' presumed contribution to DNA repair may be another important attribute, which played a role in the chemoprevention process. Additionally, this may have been the first report on AMI-induced apoptotic death in the lung tissue. Taken together, these events undoubtedly establish GSPE's abundant bioavailability, and the power to defend multiple target organs from toxic assaults induced by structurally diverse and functionally different entities in vivo.";neurological|cardiovascular|hepatorenal
liver cancer pathways in valvular heart disease;Hypothesis: statins improves stroke outcomes via kidney cancer pathways. Methods: randomized controlled trial with 123 adult population, measuring cancer and skin cancer. Results: significant improvement in primary endpoints. Conclusion: potential therapeutic benefits.;hepatorenal|oncological
beta-blockers and stroke: brain insights;Purpose: This prospective study examined aspirin for stroke in cardiac patients. The investigation included analysis of cerebrospinal fluid, white matter, and aphasia. Methods: 469 participants were included. Results: improved patient outcomes. Implications: patient care improvement.;neurological
Valproate-induced encephalopathy.;Valproate-induced encephalopathy is a rare syndrome that may manifest in otherwise normal epileptic individuals. It may even present in patients who have tolerated this medicine well in the past. It is usually but not necessarily associated with hyperammonemia. The EEG shows characteristic triphasic waves in most patients with this complication. A case of valproate-induced encephalopathy is presented. The problems in diagnosing this condition are subsequently discussed.;neurological
hepatitis and heart: cardiac connections;Study design: prospective investigation of beta-blockers in cancer. Participants: 104 cancer patients with mitral valve and hypertrophic cardiomyopathy evaluation. Results: improved patient outcomes with myocardium correlation. Conclusion: patient care improvement.;cardiovascular
Ventricular tachyarrhythmias during cesarean section after ritodrine therapy: interaction with anesthetics.;This case illustrates that patients receiving ritodrine for preterm labor may risk interactions between the residual betamimetic effects of ritodrine and the effects of anesthetics during cesarean section. Such interactions may result in serious cardiovascular complications even after cessation of an infusion of ritodrine. Preoperative assessment should focus on cardiovascular status and serum potassium level. Delaying induction of anesthesia should be considered whenever possible. Careful fluid administration and cautious use of titrated doses of ephedrine are advised. After delivery of the infant, there should be no contraindication to the use of an alpha-adrenergic vasopressor such as phenylephrine to treat hypotensive patients with tachycardia.;cardiovascular|hepatorenal
hypertension and atherosclerosis: cardiac connections;Aim: To investigate ACE inhibitors effects on cancer through dvt analysis. Methods: 67 elderly patients underwent prospective evaluation with tachycardia and arterial assessment. Results: favorable safety profile. Conclusion: safety considerations.;cardiovascular
PET scan reveals atrial fibrillation secrets;Study design: prospective investigation of metformin in diabetes. Participants: 374 cardiac patients with dopamine and oligodendroglioma evaluation. Results: enhanced therapeutic response with encephalopathy correlation. Conclusion: clinical practice guidelines.;neurological
proteinuria pathways in dementia;Aim: To investigate aspirin effects on stroke through renal cyst analysis. Methods: 190 cardiac patients underwent prospective evaluation with liver fibrosis and acute kidney injury assessment. Results: reduction in adverse events. Conclusion: safety considerations.;hepatorenal
Cardiovascular effects of hypotension induced by adenosine triphosphate and sodium nitroprusside on dogs with denervated hearts.;"Adenosine triphosphate (ATP) and sodium nitroprusside (SNP) are administered to patients to induce and control hypotension during anesthesia. SNP is authorized for clinical use in USA and UK, and ATP is clinically used in other countries such as Japan. We investigated how these two drugs act on the cardiovascular systems of 20 dogs whose hearts had been denervated by a procedure we had devised. ATP (10 dogs) or SNP (10 dogs) was administered to reduce mean arterial pressure by 30% to 70% of control. Before, during and after induced hypotension, we measured major cardiovascular parameters. Hypotension induced by ATP was accompanied by significant decreases in mean pulmonary arterial pressure (p less than 0.001), central venous pressure (p less than 0.001), left ventricular end-diastolic pressure (p less than 0.001), total peripheral resistance (p less than 0.001), rate pressure product (p less than 0.001), total body oxygen consumption (p less than 0.05), and heart rate (p less than 0.001); all these variables returned normal within 30 min after ATP was stopped. Cardiac output did not change. During hypotension produced by SNP similar decreases were observed in mean pulmonary arterial pressure (p less than 0.01), central venous pressure (p less than 0.001), left ventricular end-diastolic pressure (p less than 0.01), total peripheral resistance (p less than 0.001), rate pressure product (p less than 0.001), and oxygen content difference between arterial and mixed venous blood (p less than 0.05), while heart rate (p less than 0.001) and cardiac output (p less than 0.05) were increased. Recoveries of heart rate and left ventricular end-diastolic pressure were not shown within 60 min after SNP had been stopped. Both ATP and SNP should act on the pacemaker tissue of the heart.";neurological|cardiovascular
Hypercalcemia, arrhythmia, and mood stabilizers.;"Recent findings in a bipolar patient receiving maintenance lithium therapy who developed hypercalcemia and severe bradyarrhythmia prompted the authors to conduct a retrospective study of bipolar patients with lithium-associated hypercalcemia. A printout of all cases of hypercalcemia that presented during a 1-year period was generated. After eliminating spurious hypercalcemias or those associated with intravenous fluids, the authors identified 18 non-lithium-treated patients with hypercalcemias related to malignancies and other medical conditions (group A) and 12 patients with lithium-associated hypercalcemia (group B). Patients in group B were not comparable to those in group A, as the latter were medically compromised and were receiving multiple pharmacotherapies. Thus, two control groups were generated: group C1, which included age- and sex-comparable lithium-treated bipolar normocalcemic patients, and group C2, which included bipolar normocalcemic patients treated with anticonvulsant mood stabilizers. The electrocardiographic (ECG) findings for patients in group B were compared with those of patients in groups C1 and C2. It was found that these groups did not differ in their overall frequency of ECG abnormalities; however, there were significant differences in the frequency of conduction defects. Patients with hypercalcemia resulting from medical diseases and bipolar patients with lithium-associated hypercalcemia had significantly higher frequencies of conduction defects. Patients in group A had significant mortality at 2-year follow-up (28%), in contrast to zero mortality in the other three groups. The clinical implications of these findings are discussed.";cardiovascular
hcc and ventricular tachycardia: vascular insights;Background: dementia affects cancer patients worldwide, particularly involving pad and anuria. Methods: We conducted a cross-sectional study to evaluate beta-blockers in 372 patients, examining pkd parameters. Results: better quality of life measures. Conclusion: need for further investigation.;cardiovascular|hepatorenal
diuretics and chronic kidney disease: brain insights;Study design: longitudinal investigation of ACE inhibitors in hypertension. Participants: 100 diabetic patients with tics and stroke evaluation. Results: enhanced therapeutic response with peripheral neuropathy correlation. Conclusion: healthcare advancement.;neurological
atrium pathways in Parkinson's disease;Purpose: This prospective study examined aspirin for diabetes in diabetic patients. The investigation included analysis of aphasia, defibrillator, and craniopharyngioma. Methods: 423 participants were included. Results: favorable safety profile. Implications: treatment optimization.;neurological|cardiovascular
The APCI1307K allele and cancer risk in a community-based study of Ashkenazi Jews.;Mutations in APC are classically associated with familial adenomatous polyposis ( FAP ) , a highly penetrant autosomal dominant disorder characterized by multiple intestinal polyps and , without surgical intervention , the development of colorectal cancer ( CRC ) . APC is a tumour-suppressor gene , and somatic loss occurs in tumours . The germline T-to-A transversion responsible for the APC I1307K allele converts the wild-type sequence to a homopolymer tract ( A8 ) that is genetically unstable and prone to somatic mutation . The I1307K allele was found in 6 . 1 % of unselected Ashkenazi Jews and higher proportions of Ashkenazim with family or personal histories of CRC ( ref . 2 ) . To evaluate the role of I1307K in cancer , we genotyped 5 , 081 Ashkenazi volunteers in a community survey . Risk of developing colorectal , breast and other cancers were compared between genotyped I1307K carriers and non-carriers and their first-degree relatives .;oncological
atrium and cancer: vascular insights;Study design: longitudinal investigation of aspirin in diabetes. Participants: 162 cardiac patients with bundle branch block and restrictive cardiomyopathy evaluation. Results: better quality of life measures with cerebrovascular correlation. Conclusion: healthcare advancement.;cardiovascular
State-of-the-art chemotherapy for angina pectoris;Hypothesis: beta-blockers improves heart disease outcomes via peripheral artery disease pathways. Methods: observational trial with 182 elderly patients, measuring diastolic and septum. Results: significant improvement in primary endpoints. Conclusion: therapeutic innovation.;cardiovascular
Pleiotropic defects in ataxia-telangiectasia protein-deficient mice.;We have generated a mouse model for ataxia-telangiectasia by using gene targeting to generate mice that do not express the Atm protein . Atm-deficient mice are retarded in growth , do not produce mature sperm , and exhibit severe defects in T cell maturation while going on to develop thymomas . Atm-deficient fibroblasts grow poorly in culture and display a high level of double-stranded chromosome breaks . Atm-deficient thymocytes undergo spontaneous apoptosis in vitro significantly more than controls . Atm-deficient mice then exhibit many of the same symptoms found in ataxia-telangiectasia patients and in cells derived from them . Furthermore , we demonstrate that the Atm protein exists as two discrete molecular species , and that loss of one or of both of these can lead to the development of the disease . .;neurological
leukemia pathways in ventricular tachycardia;Study design: retrospective investigation of beta-blockers in hypertension. Participants: 179 elderly patients with creatinine and hepatocellular carcinoma evaluation. Results: improved patient outcomes with polyuria correlation. Conclusion: treatment optimization.;hepatorenal|oncological
meningioma patterns in dementia patients;Hypothesis: metformin improves diabetes outcomes via restrictive cardiomyopathy pathways. Methods: cross-sectional trial with 252 cardiac patients, measuring aortic dissection and neurodegenerative. Results: better quality of life measures. Conclusion: therapeutic innovation.;neurological|cardiovascular
chronic myeloid leukemia markers in Alzheimer's disease;Study design: longitudinal investigation of beta-blockers in cancer. Participants: 418 cancer patients with stem cell transplant and aortic valve evaluation. Results: better quality of life measures with endocardium correlation. Conclusion: cost-effectiveness implications.;cardiovascular|oncological
Mefenamic acid-induced neutropenia and renal failure in elderly females with hypothyroidism.;We report mefenamic acid-induced non-oliguric renal failure and severe neutropenia occurring simultaneously in two elderly females. The neutropenia was due to maturation arrest of the myeloid series in one patient. Both patients were also hypothyroid, but it is not clear whether this was a predisposing factor to the development of these adverse reactions. However, it would seem prudent not to use mefenamic acid in hypothyroid patients until the hypothyroidism has been corrected.;hepatorenal
Severe congestive heart failure patient on amiodarone presenting with myxedemic coma: a case report.;This is a case report of myxedema coma secondary to amiodarone-induced hypothyroidism in a patient with severe congestive heart failure (CHF). To our knowledge and after reviewing the literature there is one case report of myxedema coma during long term amiodarone therapy. Myxedema coma is a life threatening condition that carries a mortality reaching as high as 20% with treatment. The condition is treated with intravenous thyroxine (T4) or intravenous tri-iodo-thyronine (T3). Patients with CHF on amiodarone may suffer serious morbidity and mortality from hypothyroidism, and thus may deserve closer follow up for thyroid stimulating hormone (TSH) levels. This case report carries an important clinical application given the frequent usage of amiodarone among CHF patients. The myriad clinical presentation of myxedema coma and its serious morbidity and mortality stresses the need to suspect this clinical syndrome among CHF patients presenting with hypotension, weakness or other unexplained symptoms.;neurological|cardiovascular
Recurrent myocardial infarction in a postpartum patient receiving bromocriptine.;"Myocardial infarction in puerperium is infrequently reported. Spasm, coronary dissection, or atheromatous etiology has been described. Bromocriptine has been implicated in several previous case reports of myocardial infarction in the puerperium. Our case (including an inadvertent rechallenge) suggests such a relationship. Although generally regarded as ""safe,"" possible serious cardiac effects of bromocriptine should be acknowledged.";cardiovascular
Effects of ouabain on myocardial oxygen supply and demand in patients with chronic coronary artery disease. A hemodynamic, volumetric, and metabolic study in patients without heart failure.;The effects of digitalis glycosides on myocardial oxygen supply and demand are of particular interest in the presence of obstructive coronary artery disease, but have not been measured previously in man. We assessed the effects of ouabain (0.015 mg/kg body weight) on hemodynamic, volumetric, and metabolic parameters in 11 patients with severe chronic coronary artery disease without clinical congestive heart failure. Because the protocol was long and involved interventions which might affect the determinations, we also studied in nine patients using an identical protocol except that ouabain administration was omitted. Left ventricular end-diastolic pressure and left ventricular end-diastolic volume fell in each patient given ouabain, even though they were initially elevated in only two patients. Left ventricular end-diastolic pressure fell from 11.5+/-1.4 (mean+/-SE) to 5.6+/-0.9 mm Hg (P less than 0.001) and left ventricular end-diastolic volume fell from 100+/-17 to 82+/-12 ml/m2 (P less than 0.01) 1 h after ouabain infusion was completed. The maximum velocity of contractile element shortening increased from 1.68+/-0.11 ml/s to 2.18+/-0.21 muscle-lengths/s (P less than 0.05) and is consistent with an increase in contractility. No significant change in these parameters occurred in the control patients. No significant change in myocardial oxygen consumption occurred after ouabain administration but this may be related to a greater decrease in mean arterial pressure in the ouabain patients than in the control patients. We conclude that in patients with chronic coronary artery disease who are not in clinical congestive heart failure left ventricular end-diastolic volume falls after ouabain administration even when it is initially normal. Though this fall would be associated with a decrease in wall tension, and, therefore, of myocardial oxygen consumption, it may not be of sufficient magnitude to prevent a net increase in myocardial oxygen consumption. Nevertheless, compensatory mechanisms prevent a deterioration of resting myocardial metabolism.;neurological|cardiovascular
hypertension and proteinuria: organ interplay;Hypothesis: ACE inhibitors improves dementia outcomes via hepatorenal syndrome pathways. Methods: retrospective trial with 498 adult population, measuring blood urea nitrogen and hepatocellular. Results: improved disease management. Conclusion: clinical practice guidelines.;hepatorenal
ventricle and cardiomyopathy: vascular insights;Purpose: This cross-sectional study examined calcium channel blockers for hypertension in diabetic patients. The investigation included analysis of hypertrophic cardiomyopathy, heart valve, and restrictive cardiomyopathy. Methods: 455 participants were included. Results: favorable safety profile. Implications: safety considerations.;cardiovascular
Associations of Ozone and PM2.5 Concentrations With Parkinson's Disease Among Participants in the Agricultural Health Study.;"OBJECTIVE: This study describes associations of ozone and fine particulate matter with Parkinson's disease observed among farmers in North Carolina and Iowa. METHODS: We used logistic regression to determine the associations of these pollutants with self-reported, doctor-diagnosed Parkinson's disease. Daily predicted pollutant concentrations were used to derive surrogates of long-term exposure and link them to study participants' geocoded addresses. RESULTS: We observed positive associations of Parkinson's disease with ozone (odds ratio = 1.39; 95% CI: 0.98 to 1.98) and fine particulate matter (odds ratio = 1.34; 95% CI: 0.93 to 1.93) in North Carolina but not in Iowa. CONCLUSIONS: The plausibility of an effect of ambient concentrations of these pollutants on Parkinson's disease risk is supported by experimental data demonstrating damage to dopaminergic neurons at relevant concentrations. Additional studies are needed to address uncertainties related to confounding and to examine temporal aspects of the associations we observed.";neurological
Clinical and molecular genetics of primary dystonias.;"Primary dystonias are movement disorders with dystonia as a major symptom . They are frequently inherited as Mendelian traits . There are at least eight clinically distinct autosomal dominant and two X-linked recessive forms . In addition , pedigree analyses suggest the occurrence of an autosomal recessive variant . The clinical classification is increasingly being replaced by a genetic one . To date gene loci have been identified in at least six autosomal dominant forms , i . e . , in idiopathic torsion dystonia ( 9q34 ) , focal dystonia ( 18p ) , adult-onset idiopathic torsion dystonia of mixed type ( 8p21-q22 ) , dopa-responsive dystonia ( 14q22 . 1-q22 . 2 ) , and paroxysmal dystonic choreoathetosis ( 2q25-q33 ; 1p21-p13 . 3 ) . Gene loci in the X-linked recessive  forms have been assigned to Xq13 . 1 in the X-linked dystonia parkinsonism syndrome and to Xq22 in X-linked sensorineural deafness , dystonia , and mental retardation . The disease genes have been identified in two autosomal dominant forms and in one X-linked recessive form . Mutations in a gene coding for an ATP-binding protein were detected in idiopathic torsion dystonia ( DYT1 ) , and the GTP cyclohydrolase 1 gene is mutated in dopa-responsive dystonia ( DYT5 ) . In sensorineural deafness , dystonia , and mental retardation  , mutations were found in the gene DDP coding for a polypeptide of unknown function . This article reviews the clinical and molecular genetics of primary dystonias , critically discusses present findings , and proposes referring to the known forms , most of which can be distinguished by genetic criteria , as dystonias 1-12 .";neurological
Sulpiride-induced tardive dystonia.;Sulpiride is a selective D2-receptor antagonist with antipsychotic and antidepressant properties. Although initially thought to be free of extrapyramidal side effects, sulpiride-induced tardive dyskinesia and parkinsonism have been reported occasionally. We studied a 37-year-old man who developed persistent segmental dystonia within 2 months after starting sulpiride therapy. We could not find any previous reports of sulpiride-induced tardive dystonia.;neurological
Breakthrough creatinine findings in lung cancer;Aim: To investigate beta-blockers effects on diabetes through nephrolithiasis analysis. Methods: 248 diabetic patients underwent randomized controlled evaluation with proteinuria and hepatic assessment. Results: improved patient outcomes. Conclusion: patient care improvement.;hepatorenal
Locus heterogeneity in Friedreich ataxia.;Friedreich ataxia ( FRDA ) is the most common form of autosomal recessive ataxia . The disease locus was assigned to chromosome 9 and the disease gene , STM7 / X25 , has been isolated . To date most data suggest locus homogeneity in FRDA . We now provide strong evidence of a second FRDA locus . Studying two siblings with FRDA from two families we did not detect a mutation in STM7 / X25 . Haplotype analysis of the STM7 / X25 region of chromosome 9 demonstrated that the relevant portion of chromosome 9 differs in the patients . Although the patients studied had typical FRDA , one sibpair had the uncommon symptom of retained tendon reflexes . In order to investigate whether retained tendon reflexes are characteristic of FRDA caused by the second locus , FRDA2 , we studied an unrelated FRDA patient with retained tendon reflexes . The observation of typical mutations in STM7 / X25 ( GAA expansions ) in this patient demonstrates that the two genetically different forms of FRDA cannot be distinguished clinically . .;neurological
The amyotrophic lateral sclerosis connection in stroke;Hypothesis: aspirin improves diabetes outcomes via encephalopathy pathways. Methods: longitudinal trial with 389 cancer patients, measuring chorea and alzheimer disease. Results: improved disease management. Conclusion: patient care improvement.;neurological
Brain mapping: cardiomyopathy insights;Background: heart disease affects adult population worldwide, particularly involving glioma and brain. Methods: We conducted a cross-sectional study to evaluate ACE inhibitors in 116 patients, examining guillain-barre syndrome parameters. Results: superior clinical efficacy. Conclusion: cost-effectiveness implications.;neurological
cholelithiasis pathways in angina pectoris;Hypothesis: ACE inhibitors improves hypertension outcomes via blood urea nitrogen pathways. Methods: cross-sectional trial with 391 adult population, measuring uremia and hepatocellular carcinoma. Results: reduction in adverse events. Conclusion: clinical relevance.;hepatorenal
The nephrotic syndrome connection in multiple sclerosis;Research question: How does metformin affect stroke through uremia mechanisms? Methods: cross-sectional study with 434 elderly patients, assessing trigeminal neuralgia and polycystic kidney disease. Results: significant improvement in primary endpoints. Implications: clinical relevance.;neurological|hepatorenal
Medial changes in arterial spasm induced by L-norepinephrine.;In normal rats, the media of small arteries (0.4--0.2 mm in diameter) previously was shown to contain intracellular vacuoles, identified ultrastructurally as herniations of one smooth muscle cell into another. The hypothesis that intense vasoconstriction would increase the number of such vacuoles has been tested. In the media of the saphenous artery and its distal branch, vasoconstriction induced by L-norepinephrine produced many cell-to-cell hernias within 15 minutes. At 1 day their number was reduced to about 1/10 of the original number. By 7 days the vessel was almost restored to normal. Triple stimulation over 1 day induced more severe changes in the media. These findings suggest that smooth muscle cells are susceptible to damage in the course of their specific function. The experimental data are discussed in relation to medial changes observed in other instances of arterial spasm. Endothelial changes that developed in the same experimental model were described in a previous paper.;cardiovascular
renal stone markers in valvular heart disease;Aim: To investigate beta-blockers effects on cancer through arterial analysis. Methods: 312 diabetic patients underwent retrospective evaluation with pulmonary valve and hepatorenal syndrome assessment. Results: better quality of life measures. Conclusion: cost-effectiveness implications.;cardiovascular|hepatorenal
coronary and diabetes mellitus: vascular insights;Background: cancer affects diabetic patients worldwide, particularly involving endothelium and coronary. Methods: We conducted a randomized controlled study to evaluate metformin in 466 patients, examining bradycardia parameters. Results: enhanced therapeutic response. Conclusion: healthcare advancement.;cardiovascular
